0,145.68,682
0,126.14,682
0,118.6,682
0,119.14,682
0,125.28,682
0,114.98,682
0,117.98,682
0,130.78,682
0,144.82,702
0,148.26,702
0,140.46,702
0,126.42,682
0,139.22,682
0,139.22,682
0,139.22,682
0,125.98,682
0,123.54,682
0,107.74,640
0,107.74,640
0,110.98,640
0,116.98,640
0,126.52,640
0,136.16,640
0,127.36,640
0,137.5,640
0,131.66,640
0,141.7,640
0,141.7,640
0,150.86,640
0,150.26,640
0,159.8,640
0,147.4,640
0,144.14,640
0,137.74,640
0,147.18,640
0,147.18,640
0,147.18,640
0,147.84,640
0,137.1,640
0,127.06,640
0,114.26,575
0,127.96,685
0,135.3,685
0,135.3,685
0,135.3,685
0,135.3,685
0,123.8,685
0,135.2,685
0,143.26,705
0,157.36,705
0,157.72,705
0,161.76,705
0,161.76,705
0,147.66,705
0,141.66,705
0,150.46,705
0,149.96,705
0,163.36,705
0,170.96,705
0,170.96,705
0,170.86,705
0,182.26,705
0,180.96,705
0,187.46,705
0,182.8,705
0,186,730
0,184.24,730
0,210.74,730
0,201.3,730
0,210.74,730
0,209.44,730
0,211,730
0,201.46,730
0,216.06,730
0,212.9,730
0,203.36,730
0,202.92,730
0,214.42,730
0,213.88,730
0,216.68,730
0,224.28,730
0,223.18,730
0,231.02,730
0,254.52,730
0,245.08,730
0,249.78,730
0,262.78,730
0,266.38,730
0,277.34,730
0,273.54,730
0,273.54,730
0,286.14,730
0,287.74,730
0,287.74,730
0,284.84,730
0,285.94,730
0,272.94,730
0,276.04,730
0,275.94,730
0,265.54,730
0,267.6,730
0,267.6,730
0,261.3,730
0,261.16,730
0,255.46,730
0,243.86,730
0,257.36,730
0,247.96,730
0,243.2,730
0,232.3,730
0,255.8,730
0,256.3,730
0,257.9,750
0,258.86,750
0,258.86,750
0,269.6,750
0,267.1,750
0,254.5,750
0,253.4,750
0,253.2,750
0,266.9,750
0,256.86,750
0,256.86,750
0,268.06,750
0,245.56,750
0,256.06,750
0,258.66,750
0,239.06,750
0,258.86,750
0,246.96,750
0,247.76,750
0,256.66,750
0,269.52,750
0,268.66,750
0,268.66,750
0,280.16,750
0,280.16,750
0,275.46,750
0,251.96,750
0,253.06,750
0,244.16,750
0,249.36,750
0,249.16,750
0,245.4,750
0,240.54,750
0,252.94,750
0,250.88,750
0,255.54,750
0,255.04,750
0,255.04,750
0,253.34,750
0,244.84,750
0,226.38,730
0,226.38,730
0,224.98,730
0,226.84,730
0,224.38,730
0,232.92,730
0,232.42,730
0,231.32,730
0,229.08,730
0,224.22,730
0,225.62,730
0,211.82,730
0,207.36,730
0,215.06,730
0,218.96,730
0,219.32,730
0,221.72,730
0,218.98,730
0,228.52,730
0,239.32,730
0,241.46,730
0,236.42,730
0,241.26,730
0,239.16,730
0,238.32,730
0,225.72,730
0,221.82,730
0,223.78,730
0,223.18,730
0,228.58,730
0,218.58,730
0,216.98,730
0,236.04,730
0,235.48,730
0,229.72,730
0,229.72,730
0,223.52,730
0,213.82,730
0,212.86,730
0,236.36,730
0,227.56,730
0,210.4,730
0,213.2,730
0,212.86,730
0,207.9,730
0,209.66,730
0,211.26,730
0,196.36,730
0,203.86,710
0,203.32,710
0,200.52,710
0,201.32,710
0,197.42,710
0,197.28,710
0,185.28,575
0,174.88,595
0,176.24,595
0,174.34,595
0,174.94,595
0,173.58,595
0,178.54,740
0,173.34,740
0,174.28,740
0,174.28,740
0,179.18,740
0,179.38,740
0,179.52,740
0,178.48,740
0,195.58,740
0,198.92,740
0,200.82,740
0,195.72,740
0,208.76,740
0,204.2,740
0,206.14,740
0,214.34,740
0,218.24,740
0,214.54,740
0,219.34,740
0,221.24,740
0,216.84,740
0,214.1,740
0,217.1,740
0,210.36,740
0,197.26,740
0,200.7,740
0,200.26,740
0,199.46,740
0,210.8,740
0,223.6,740
0,215.86,740
0,193.56,740
0,199.4,740
0,195.3,740
0,195.9,740
0,184.5,740
0,186.66,740
0,198.1,740
0,197.3,740
0,207.4,740
0,199.46,740
0,198.52,740
0,201.02,740
0,189.58,740
0,179.48,740
0,181.64,740
0,178.54,740
0,190.34,740
0,182.8,740
0,161.26,740
0,168.7,740
0,179.8,740
0,179.8,740
0,186.04,740
0,181.9,740
0,186.5,740
0,180.04,640
0,186.18,640
0,198.72,640
0,198.32,640
0,198.52,640
0,202.72,640
0,202.72,640
0,203.62,640
0,224.38,725
0,234.58,725
0,232.28,725
0,216.52,640
0,223.66,640
0,224.66,640
0,213.66,640
0,221.16,770
0,209.02,770
0,214.38,770
0,211.34,770
0,203.14,770
0,212.64,770
0,211.64,770
0,210.38,770
0,221.08,770
0,212.64,770
0,222.08,770
0,228.18,770
0,222.74,770
0,225.58,770
0,230.84,770
0,226.6,770
0,231.9,770
